ip,port
46.101.134.85,443
2a03:b0c0:3:f0:0:1:9856:0,443
57.129.63.123,2053
46.101.70.188,443
147.90.26.53,443
23.168.88.2,443
164.90.209.5,443
2a03:b0c0:3:f0:0:1:fe14:a000,443
64.188.105.250,443
2a12:bec4:1bb0:1d7::2,443
194.233.167.228,443
2a01:7e01::f03c:93ff:fe4c:5ea3,443
147.90.26.52,443
23.168.88.217,443
77.239.120.241,443
2a12:bec4:1bb0:1065::2,443
162.248.166.161,443
2a02:6b40:2000:1c26::1,443
31.77.241.157,443
2a13:d200:5:423::1,443
161.35.217.144,443
2a03:b0c0:3:f0:0:2:93f:d000,443
77.110.117.9,443
2a0f:cdc6:500:1d0c::2,443
104.194.156.228,8443
144.31.252.63,443
2a01:ecc0:200:137f::2,443
193.163.85.37,8443
109.122.197.126,443
2a0b:4141:820:933::2,443
138.124.28.78,443
2a0b:4141:820:1ae7::2,443
164.90.217.130,443
2a03:b0c0:3:f0:0:2:cbc:9000,443
135.125.191.9,443
147.90.26.77,443
23.168.88.81,443
64.188.98.232,443
2a01:ecc0:4c0:3d7::2,443
159.65.118.173,443
2a03:b0c0:3:f0:0:2:572f:7000,443
207.154.251.165,443
2a03:b0c0:3:f0:0:2:b34:a000,443
77.221.155.230,2053
89.124.100.117,8443
152.53.200.72,443
185.121.134.24,443
2605:e440:1::1:3e0,443
152.53.200.163,443
113.30.191.181,443
146.103.105.9,443
2a14:1e00:3:350::,443
142.93.170.109,443
2a03:b0c0:3:f0:0:1:fd65:5000,443
144.124.226.215,443
152.53.200.89,443
45.91.237.149,443
2a03:6f02::69de,443
46.225.5.182,8443
2a01:4f8:1c19:c4db::1,8443
147.90.26.33,443
23.168.88.246,443
151.244.132.39,443
176.98.181.71,443
2.26.112.183,443
2a01:ecc0:40:22f8::2,443
152.228.134.41,2053
2001:41d0:404:200::5ab3,2053
57.129.47.72,2053
188.241.241.33,2053
147.90.26.50,443
23.168.88.149,443
135.125.190.99,2053
147.90.26.42,443
23.168.88.48,443
18.193.131.26,443
147.90.26.58,443
23.168.88.230,443
162.19.254.104,443
2001:41d0:701:1100::d0ad,443
151.247.208.25,2053
46.149.75.249,443
77.105.142.249,443
51.77.140.38,2053
79.137.197.212,443
2a0b:4140:db9c::2,443
147.90.26.70,443
23.168.88.127,443
194.87.199.49,8443
67.159.18.61,443
2001:49f0:d10d:100:1500::,443
185.58.159.176,443
147.90.26.54,443
23.168.88.252,443
51.91.103.130,2053
195.63.133.177,443
79.133.46.101,2053
146.103.120.78,8443
2a14:1e00:3:310::,8443
91.201.115.92,443
212.83.137.13,443
2001:bc8:610:9:250:56ff:fe02:29ae,443
88.198.82.151,443
64.188.69.46,443
2a12:bec4:1bb0:e65::2,443
144.124.252.83,443
85.192.28.96,443
95.181.162.38,443
2a0b:4140:daa0::2,443
89.58.8.25,2087
2a03:4000:5f:e5e:88cf:1eff:fe6f:cc70,2087
5.75.194.26,8443
2a01:4f8:1c1b:114c::1,8443
194.48.141.95,443
2a0d:6c2:17:c42::,443
185.14.92.80,443
88.198.82.155,443
89.124.104.185,443
45.148.31.204,443
2a06:1301:4050:45:148:31:204:0,443
135.125.159.211,8443
2001:41d0:701:1100::bb9e,8443
138.3.254.178,443
91.110.209.117,443
194.48.141.210,443
2a0d:6c2:17:1175::,443
185.47.252.247,443
46.225.50.249,443
2a01:4f8:1c19:97d6::1,443
2.56.91.49,2053
77.246.104.5,443
185.233.80.66,443
37.221.198.204,443
37.120.169.217,443
2a03:4000:6:539c:3863:20ff:fe48:fb00,443
147.90.26.80,443
23.168.88.185,443
146.103.42.140,443
62.133.62.47,8443
152.53.200.118,443
164.90.235.19,443
2a03:b0c0:3:f0:0:1:fde5:d000,443
152.53.247.161,443
88.218.3.90,443
2001:ac8:37:86:0:1:dc0:969c,443
144.31.227.24,443
51.91.100.56,2053
45.43.89.236,443
94.159.109.132,443
2a0b:4142:c66::2,443
79.137.204.98,443
2a12:5940:231f::2,443
144.31.116.246,8443
2a12:bec4:1bb0:1932::2,8443
88.99.60.34,2053
144.31.78.216,443
2a01:ecc0:200:163b::2,443
146.103.100.127,2053
91.110.209.116,443
91.110.209.65,443
152.53.200.210,443
88.198.82.152,443
94.159.99.72,443
185.122.167.228,443
139.59.147.28,443
2a03:b0c0:3:f0:0:2:29a0:5000,443
217.144.187.140,2053
185.21.8.127,443
2a02:6b40:2000:1c7b::1,443
164.92.132.52,443
2a03:b0c0:3:f0:0:1:f558:0,443
87.120.92.172,443
207.154.200.111,443
2a03:b0c0:3:f0:0:1:fdde:0,443
46.101.216.163,443
2a03:b0c0:3:f0:0:2:fc7:a000,443
91.110.209.124,443
159.69.94.102,443
2a01:4f8:1c1c:74d2::1,443
109.71.252.4,443
85.192.60.51,2053
142.93.164.200,443
2a03:b0c0:3:f0:0:2:3b31:d000,443
45.138.72.141,443
85.158.108.56,8443
2a01:8640:11:1::7afc:ae79,8443
51.91.40.26,443
51.195.45.232,443
2001:41d0:701:1100::4de3,443
193.33.153.228,443
2a12:5940:3fd7::2,443
188.241.241.37,2053
152.53.200.166,443
57.129.47.4,2053
2001:41d0:701:1100::a1ed,2053
194.59.9.29,443
88.198.82.150,443
104.248.46.180,443
2a03:b0c0:3:f0:0:1:fd65:c000,443
147.90.26.93,443
23.168.88.140,443
91.110.182.13,443
5.129.212.44,443
2a03:6f02::9ca4,443
92.205.58.134,443
2a00:1169:111:4ec0::,443
138.124.3.21,8443
136.243.104.33,8443
2a01:4f8:171:d1d::2,8443
94.159.99.250,443
2a0b:4142:379::2,443
178.17.49.75,443
2a0b:4141:820:c34::2,443
194.59.9.5,443
57.129.63.147,2053
148.251.148.186,443
2a01:4f8:272:4cec:14::a,443
188.40.171.73,443
147.90.26.20,443
23.168.88.178,443
131.143.125.248,443
2a0d:6c2:26:1055::,443
148.251.148.187,443
2a01:4f8:272:4cec:15::a,443
209.38.203.91,443
2a03:b0c0:3:f0:0:1:a958:c000,443
91.110.209.121,443
150.241.95.16,443
2a0b:4142:113a::2,443
150.241.91.39,443
2a0f:cdc6:500:1e60::2,443
178.17.48.5,443
2a0b:4141:820:af3::2,443
89.28.236.192,443
2a0f:f01:200:c1::,443
147.45.43.239,443
2a12:5940:12d3::2,443
64.225.96.57,443
2a03:b0c0:3:f0:0:2:7471:8000,443
46.249.100.111,443
213.176.64.23,8443
2a01:e5c0:49a7::2,8443
94.159.105.248,443
2a0b:4142:90c::2,443
104.248.20.85,443
2a03:b0c0:3:f0:0:2:e49:4000,443
194.35.12.34,8443
89.125.106.157,443
2605:e440:a::7f,443
46.226.167.47,443
2a01:e5c0:2189::2,443
92.118.8.158,8443
77.221.153.64,443
2a01:e5c0:24f8::2,443
159.69.123.231,443
2a01:4f8:c013:67fd::1,443
194.13.83.16,8443
2a03:4000:43:e51:b41c:6aff:fe41:15c3,8443
89.124.90.219,443
194.48.250.200,443
2a12:bec4:1480:437::2,443
92.118.8.248,443
95.181.175.209,8443
2a0b:4140:d5ec::2,8443
152.228.134.153,2053
2001:41d0:404:200::4f87,2053
77.105.136.139,443
2a0d:8480:3:236c::,443
194.48.250.49,443
2a12:bec4:1480:62::2,443
94.159.96.179,8443
2a0b:4142:81::2,8443
46.101.107.201,443
195.128.102.130,8443
2a03:4000:35:e6:d8be:80ff:fee2:b6b,8443
94.159.100.124,443
2a0b:4142:3f1::2,443
146.70.20.99,443
46.4.27.170,443
2a01:4f8:221:35d7::2,443
164.90.166.120,443
2a03:b0c0:3:f0:0:1:fe14:8000,443
159.195.45.210,443
2a0a:4cc0:c1:9e9a:68d9:86ff:feed:a910,443
46.225.232.103,8443
2a01:4f8:1c0c:7b65::1,8443
31.76.0.235,443
2a01:ecc0:400:9c6::2,443
138.201.246.107,8443
2a01:4f8:c17:aaf8::1,8443
147.90.26.79,443
23.168.88.169,443
138.197.185.198,443
2a03:b0c0:3:f0:0:2:855:6000,443
45.150.33.231,443
2a01:e5c0:40ba::2,443
185.207.104.13,443
2a03:4000:1e:f0c:886:77ff:feec:ef32,443
49.13.220.198,443
2a01:4f8:c014:c0be::1,443
46.101.238.160,443
2a03:b0c0:3:f0:0:1:fdb1:5000,443
152.53.146.43,443
2a0a:4cc0:c1:2009:44e3:10ff:fe0d:5063,443
91.110.182.6,443
152.53.138.238,443
213.108.21.49,443
2a12:5940:3c1e::2,443
213.165.55.188,443
49.13.220.86,443
152.53.118.28,443
116.203.94.129,2083
91.110.182.12,443
185.210.154.123,443
2a0d:6c2:26:2a2::,443
89.127.203.161,443
2a02:6b40:2000:264a::1,443
109.122.198.72,443
2a0b:4141:820:49c::2,443
185.216.177.197,443
2a03:4000:4f:76::,443
88.198.81.84,2083
178.236.247.161,2053
2a12:5940:2f97::2,2053
159.195.82.121,443
2a0a:4cc0:c2:539c:54ec:6eff:fe8c:2b63,443
164.92.200.68,443
2a03:b0c0:3:f0:0:2:fc7:d000,443
185.230.162.204,443
2a09:6301:0:21c:d90a:471d:bf8e:ad7c,443
79.137.198.28,443
45.137.70.180,443
2a0e:97c0:3ea:51a::1,443
195.133.63.208,443
2a03:6f02::6753,443
152.53.248.176,443
94.159.96.203,443
2a0b:4142:9e::2,443
185.163.119.231,443
2a03:4000:3b:ded:94b3:c0ff:fee4:9cd2,443
93.93.119.91,443
159.195.65.62,8443
2a0a:4cc0:c2:153b:467:e7ff:fe7b:3997,8443
152.53.236.205,443
2a0a:4cc0:c0:623e:2835:4ff:fe25:1d3d,443
159.195.37.77,8443
2a0a:4cc0:c1:79ba:c8e7:f9ff:febf:475f,8443
152.53.117.32,443
45.9.116.63,8443
147.45.69.105,443
2a12:5940:13a0::2,443
94.159.106.20,443
217.144.189.5,443
178.105.214.84,8443
2a01:4f8:c014:f742::1,8443
212.113.119.193,443
2a12:5940:65d8::2,443
185.94.166.60,8443
2a03:e340:0:2::28a,8443
144.31.199.154,2053
152.53.228.252,443
37.114.37.114,443
2a0e:97c0:3e3:5b8::1,443
88.198.18.246,8443
2a01:4f8:222:288f::2,8443
212.192.246.167,443
2a0b:4141:820:6f2::2,443
64.226.74.109,443
2a03:b0c0:3:f0:0:2:2f90:7000,443
178.20.209.69,443
2a01:e5c0:5903::2,443
83.147.253.123,443
185.126.67.156,443
2a14:a087:3:a1::2,443
46.4.92.62,2053
2a01:4f8:141:81::2,2053
152.53.228.61,443
2a0a:4cc0:c0:8bed:854:cff:fe3b:3892,443
164.92.184.245,443
2a03:b0c0:3:f0:0:2:29a0:b000,443
152.53.253.180,443
2a0a:4cc0:c0:bfac:44cb:21ff:fed6:12f5,443
94.130.132.132,8443
94.130.132.180,8443
165.245.214.110,443
2a03:b0c0:3:f0:0:2:2fa6:2000,443
193.26.158.64,8443
46.226.162.89,2053
109.120.186.137,2053
138.124.113.200,2083
2a0b:4140:dab1::2,2083
95.163.176.140,443
2a12:5940:5e6b::2,443
95.163.176.22,443
2a12:5940:54d3::2,443
91.107.168.227,8443
2a01:4f8:c010:1f18::1,8443
195.133.40.234,443
95.85.230.71,443
2a0b:4141:820:30b::2,443
164.90.177.16,443
2a03:b0c0:3:f0:0:2:855:5000,443
207.154.212.222,443
2a03:b0c0:3:f0:0:2:29a1:0,443
150.241.95.157,8443
2a0b:4142:11c8::2,8443
45.59.123.45,443
2602:fa59:11:33b::1,443
159.195.5.79,2083
2a00:11c0:5f:450c:64d8:33ff:fe57:d063,2083
94.159.108.9,443
2a0b:4142:aff::2,443
159.195.195.140,8443
2a0a:4cc0:c2:6801:2898:28ff:fe07:dd1e,8443
95.181.174.21,8443
2a12:5940:a74a::2,8443
91.108.240.165,8443
2a01:e5c0:291f::2,8443
78.47.194.101,2053
77.110.106.162,2053
46.224.78.72,8443
2a01:4f8:c014:d0e6::1,8443
82.23.249.128,2087
178.105.199.96,443
2a01:4f8:c015:1e24::1,443
77.110.118.164,443
2a01:e5c0:4261::2,443
167.233.60.168,443
2a01:4f8:c015:8de3::1,443
62.60.244.160,443
2a12:5940:24ab::2,443
77.221.155.76,443
2a12:5940:2077::2,443
64.226.104.67,443
2a03:b0c0:3:f0:0:1:fd65:d000,443
167.71.45.93,443
152.53.224.139,443
168.119.174.183,443
2a01:4f8:1c1a:b306::1,443
116.202.103.103,8443
2a01:4f8:c17:eb49::1,8443
91.107.173.108,8443
2a01:4f8:c010:2ba7::1,8443
94.159.102.201,443
2a0b:4142:5f1::2,443
57.129.14.93,2053
62.60.245.155,443
2a0b:4140:db56::2,443
194.36.144.196,443
2a03:4000:4d:a94:54a1:28ff:feea:800c,443
138.68.92.210,443
2a03:b0c0:3:f0:0:1:e1cc:4000,443
144.31.198.2,2087
2a01:ecc0:40:11cf::2,2087
79.137.204.100,443
2a0b:4140:d11c::2,443
87.120.205.64,443
2a0b:4141:820:819::2,443
57.131.43.86,443
79.137.198.48,443
2a01:e5c0:48f9::2,443
188.245.214.6,2053
104.152.49.87,443
2602:fc16:2:19c::8e2d,443
164.90.166.97,443
2a03:b0c0:3:f0:0:1:fce0:1000,443
159.195.79.76,443
2a0a:4cc0:c2:412b:84bb:a3ff:fe9f:bc36,443
94.159.108.54,443
2a0b:4142:b2b::2,443
91.107.130.85,8443
185.121.12.28,2053
62.163.210.79,443
2001:1c00:4c1d:bd00:8aa2:9eff:fe58:4726,443
64.188.99.102,8443
178.17.49.201,8443
194.87.77.226,443
2a0b:4141:820:543::2,443
89.208.105.87,443
178.105.157.187,443
2a01:4f8:c014:a525::1,443
178.105.162.134,443
2a01:4f8:c2c:41dd::1,443
194.164.201.139,2053
2a01:239:443:db00::1,2053
109.120.179.103,443
2a01:e5c0:2735::2,443
77.221.154.42,2096
2a01:e5c0:4387::2,2096
91.184.242.37,443
2a0b:4140:d23a::2,443
95.181.162.170,443
134.209.232.62,2053
85.192.26.210,2053
80.211.200.113,443
2001:15e8:110:7d00::1fe,443
81.95.4.189,443
2a01:4a0:4b:0:103:0:84c4:5201,443
167.233.79.84,443
2a01:4f8:c015:b894::1,443
77.239.104.212,443
2a01:ecc0:40:a24::2,443
212.192.246.145,443
2a0b:4141:820:8a9::2,443
88.99.82.159,443
2a01:4f8:c012:d29a::1,443
194.87.77.221,443
2a0b:4141:820:fa4::2,443
77.110.103.132,443
2a01:e5c0:45e2::2,443
95.181.174.88,443
62.60.244.195,8443
2a12:5940:3d41::2,8443
62.60.157.104,2053
176.124.199.230,443
2a01:e5c0:496f::2,443
138.124.108.219,2053
2a0b:4140:d494::2,2053
172.86.95.86,443
2602:fa59:8:f0::1,443
5.182.86.238,443
2a01:e5c0:40cb::2,443
31.76.15.249,443
94.228.162.201,2053
2a12:5940:5078::2,2053
195.201.232.255,2096
2a01:4f8:c014:914a::1,2096
95.135.208.54,443
2a12:bec4:1821:627::a,443
77.110.118.56,8443
2a12:5940:30c9::2,8443
178.104.195.166,2087
2a01:4f8:1c18:6a20::1,2087
116.203.19.96,443
2a01:4f8:c0c:bf7e::1,443
89.125.152.138,2096
2.26.53.123,443
46.224.215.44,8443
2a01:4f8:c2c:36b8::1,8443
167.235.26.55,443
2a01:4f8:1c1b:410e::1,443
152.53.224.122,443
185.195.69.72,443
2a00:bd80:a176:10:268::1,443
91.107.189.50,8443
2a01:4f8:c17:a951::1,8443
217.144.189.83,443
193.233.210.66,443
2a12:5940:2557::2,443
185.195.69.119,2053
109.120.138.129,443
2a12:5940:a93a::2,443
91.110.209.81,443
185.245.35.187,443
2a0d:6c2:26:66a::,443
37.120.191.25,443
94.249.239.105,443
77.110.110.158,443
2a12:5940:62ce::2,443
18.159.105.97,443
159.69.91.150,443
62.60.157.76,443
2a01:e5c0:242b::2,443
77.221.152.22,2053
138.124.90.217,443
79.137.194.65,443
2a0b:4140:d3a0::2,443
116.202.14.249,8443
2a01:4f8:c17:a0d0::1,8443
192.124.182.154,443
195.128.101.188,443
2a03:4000:35:961:889:baff:fe34:5373,443
138.124.28.173,443
2a0b:4141:820:1b23::2,443
89.58.32.247,443
212.192.246.211,443
2a0b:4141:820:10ec::2,443
141.227.188.153,443
2001:41d0:ab00::4:0:d4,443
213.176.78.41,443
2a0b:4141:820:18fa::2,443
178.236.247.156,8443
2a12:5940:2f90::2,8443
178.105.211.221,443
2a01:4f8:c015:939f::1,443
78.47.150.18,443
152.228.135.204,2053
91.107.130.114,443
2a01:4f8:c010:6690::1,443
109.120.179.13,443
2a01:e5c0:2869::2,443
46.224.85.150,443
2a01:4f8:c0c:943e::1,443
212.113.116.93,443
2a12:5940:aa70::2,443
83.147.253.55,443
2a01:e5c0:40a8::2,443
85.192.60.101,443
2a0b:4140:db20::2,443
79.137.205.190,443
91.245.225.79,2053
31.76.7.10,443
2a01:ecc0:bc0:b1::2,443
77.110.118.55,443
2a01:e5c0:43e5::2,443
77.110.106.93,443
185.147.159.88,8443
2602:fb54:1800::193,8443
62.60.216.169,443
77.221.152.114,443
2a0b:4140:58c6::2,443
23.88.101.157,443
2a01:4f8:1c18:6638::1,443
199.247.18.248,443
2a05:f480:1800:350d:5400:6ff:fe3a:435,443
157.230.112.161,8443
2a03:b0c0:3:f0:0:1:6258:e000,8443
64.226.77.75,443
2a03:b0c0:3:f0:0:1:e1cc:e000,443
62.60.245.255,443
209.38.193.157,443
2a03:b0c0:3:f0:0:2:474c:5000,443
138.124.89.144,443
2a0b:4140:d88a::2,443
159.195.88.117,443
46.101.172.132,443
2a03:b0c0:3:f0:0:2:855:1000,443
77.110.116.223,443
91.99.48.206,443
2a01:4f8:c2c:442a::1,443
213.165.38.7,8443
2a12:5940:1a56::2,8443
64.188.89.86,443
2a01:ecc0:400:26b::2,443
18.156.209.101,443
2.27.109.35,443
2400:c620:22:245::a,443
62.60.248.77,443
2a0b:4140:57c9::2,443
188.34.160.97,2053
5.182.87.170,443
2a12:5940:9165::2,443
116.203.70.33,8443
2a01:4f8:1c18:feff::1,8443
168.119.118.129,443
2a01:4f8:1c1c:ae01::1,443
193.26.157.56,443
79.137.196.3,443
108.165.236.247,443
128.140.97.124,2083
176.10.125.114,443
46.226.163.21,443
2a0b:4140:111f::2,443
95.85.232.151,443
2a0b:4141:820:13f1::2,443
147.45.70.186,443
2a12:5940:a96c::2,443
5.75.195.30,443
64.188.118.5,443
79.132.141.125,443
2a00:bd80:a176:10:367::1,443
109.120.150.192,443
2a0b:4140:da14::2,443
144.31.11.16,443
2a0b:4142:1020::2,443
79.137.196.187,443
2a01:e5c0:4851::2,443
94.159.111.170,443
2a0b:4142:e90::2,443
77.221.153.106,443
2a01:e5c0:23fb::2,443
178.105.180.139,2053
23.189.104.6,8443
77.110.102.216,8443
2a0b:4140:d496::2,8443
152.53.200.165,443
82.21.117.56,443
178.104.180.241,443
2a01:4f8:c014:7c1a::1,443
89.125.106.23,443
2605:e440:a::3d2,443
116.202.8.39,443
2a01:4f8:c17:2f7a::1,443
62.60.248.17,443
2a0b:4140:5775::2,443
193.8.215.167,8443
152.228.134.25,2053
2001:41d0:404:200::4bd2,2053
199.68.196.131,443
2a00:bd80:a176:10:422::1,443
199.68.196.28,443
2a00:bd80:a176:10:4b0::1,443
38.180.213.225,443
135.125.191.89,2053
45.38.42.198,2053
85.192.42.157,443
2a12:5940:50a6::2,443
138.124.91.235,443
2a0b:4140:5db7::2,443
91.107.166.111,2053
95.163.176.118,443
2a12:5940:5b2e::2,443
89.125.106.121,443
2605:e440:a::3ce,443
165.22.80.143,443
2a03:b0c0:3:f0:0:2:29a1:1000,443
147.45.43.183,8443
2a12:5940:349b::2,8443
91.107.169.181,2053
2a01:4f8:1c17:c0f6::1,2053
2.26.17.154,443
217.217.243.60,443
79.132.141.165,8443
2a00:bd80:a176:10:346::1,8443
213.165.40.78,8443
2a12:5940:2653::2,8443
94.249.207.12,443
144.124.241.129,443
144.31.64.67,443
2a01:ecc0:40:378::2,443
104.152.49.155,443
2602:fc16:2:4dc::28ac,443
194.59.9.9,443
91.99.222.152,443
2a01:4f8:c014:9223::1,443
77.110.106.74,443
2a0b:4140:5a9e::2,443
147.90.26.7,443
23.168.88.85,443
147.45.68.207,8443
2a01:e5c0:2dfe::2,8443
85.192.42.182,443
79.137.198.232,443
2a01:e5c0:4a8d::2,443
95.181.175.240,443
2a01:e5c0:43f5::2,443
46.226.167.115,2053
85.192.42.55,443
2a12:5940:5708::2,443
217.144.185.235,443
2a12:5940:2cfc::2,443
178.105.95.94,443
2a01:4f8:1c19:73c7::1,443
108.165.32.127,443
68.183.67.233,443
2a03:b0c0:3:f0:0:1:e1cb:4000,443
31.76.47.115,443
2a0f:cdc6:500:3097::2,443
159.195.72.96,8443
2a0a:4cc0:c2:33b4:d4a9:40ff:fea9:1d71,8443
213.21.241.49,443
2a01:ecc0:40:219::2,443
95.85.237.48,443
89.125.106.55,443
2605:e440:a::2ee,443
213.165.37.103,443
2a12:5940:1995::2,443
159.89.17.163,443
2a03:b0c0:3:f0:0:1:fe14:f000,443
163.5.187.49,2053
62.60.244.168,443
2a0b:4140:d4c9::2,443
64.226.66.89,443
2a03:b0c0:3:f0:0:2:13ef:d000,443
77.221.153.168,2053
80.240.20.43,443
165.22.18.28,443
2a03:b0c0:3:f0:0:2:7a13:d000,443
194.246.118.199,443
2001:8e0:40:2:250:56ff:feb1:1d5e,443
91.99.5.218,8443
2a01:4f8:c014:a7a1::1,8443
31.76.17.125,443
2a0d:d940:1a:7137::2,443
95.163.153.32,443
2a12:5940:5def::2,443
178.105.61.253,443
2a01:4f8:1c18:c8df::1,443
94.16.114.25,443
91.99.99.104,8443
82.21.114.121,443
89.208.104.47,2053
2a0b:4140:d590::2,2053
136.244.94.162,443
140.235.130.147,2053
81.19.137.177,443
209.38.209.93,443
2a03:b0c0:3:f0:0:2:fc7:9000,443
138.124.108.243,443
2a01:e5c0:44bd::2,443
209.250.234.219,443
152.228.134.26,2053
2001:41d0:404:200::8191,2053
79.132.141.123,443
2a00:bd80:a176:10:2a0::1,443
109.122.196.207,443
2a0b:4141:820:182a::2,443
167.233.36.169,443
2a01:4f8:1c1f:abd6::1,443
138.124.93.143,443
2a0b:4140:b461::2,443
5.182.86.111,443
2a01:e5c0:4068::2,443
91.99.68.32,2053
2a01:4f8:1c18:d417::1,2053
167.233.42.63,443
2a01:4f8:1c18:6abb::1,443
185.195.69.209,2053
192.46.239.191,443
2a01:7e01::f03c:93ff:feb2:16,443
178.128.199.136,443
2a03:b0c0:3:f0:0:2:2f90:0,443
172.238.97.26,8443
2600:3c17::2000:80ff:fea5:393f,8443
62.84.103.222,443
91.99.193.84,2053
2a01:4f8:1c1b:9e52::1,2053
185.195.69.158,443
2a00:bd80:a176:10:2ba::1,443
94.156.114.13,443
95.85.228.94,443
2a12:bec4:1482:34a::2,443
92.119.165.150,443
2a14:c380:c70:138::a,443
195.63.135.129,443
195.62.48.22,443
2a0d:d940:1a:4b::2,443
144.31.214.143,8443
2a01:ecc0:3c0:aa::2,8443
62.84.172.240,443
2a12:bec4:1821:11b::a,443
147.45.42.237,8443
2a01:e5c0:2d22::2,8443
47.83.139.13,8443
8.134.220.58,8443
31.76.14.203,443
91.98.92.168,8443
2a01:4f8:c014:f8a3::1,8443
57.129.123.12,443
2001:41d0:701:1100::b175,443
178.105.129.95,443
2a01:4f8:1c18:faa8::1,443
134.122.77.148,443
2.27.109.62,443
2400:c620:22:260::a,443
38.190.210.250,443
116.203.73.96,443
2a01:4f8:1c18:9b11::1,443
31.76.127.59,443
2a0b:4142:8dc::2,443
144.31.73.186,443
68.183.213.89,443
2a03:b0c0:3:f0:0:1:e97d:3000,443
198.105.115.185,443
2a12:bec4:1568:1279::1,443
94.103.80.218,2053
89.127.213.91,443
2a02:6b40:2000:2a12::1,443
209.38.238.214,443
2a03:b0c0:3:f0:0:2:ce8:6000,443
72.56.85.36,443
2a03:6f02::1:19de,443
82.153.50.212,443
91.99.132.207,443
2a01:4f8:c2c:f1ec::1,443
2.26.17.251,443
2a0d:d940:1a:77d::2,443
213.176.73.235,8443
2a01:ecc0:3c0:eb::2,8443
82.223.109.250,443
158.178.148.48,2087
89.127.196.59,443
2a00:bd80:a176:10:6bb::1,443
194.156.99.182,8443
43.250.175.174,8443
94.156.170.46,8443
168.119.116.6,443
2a01:4f8:c2c:8a72::1,443
95.85.232.166,443
2a0b:4141:820:13fa::2,443
147.90.26.9,443
23.168.88.104,443
150.241.108.49,443
2a01:ecc0:40:117::2,443
2.26.114.128,443
2a01:ecc0:200:11fc::2,443
94.177.51.17,443
46.101.240.42,443
2a03:b0c0:3:f0:0:1:9856:1000,443
87.120.187.185,443
64.188.118.69,443
91.98.21.52,443
2a01:4f8:1c19:b1ef::1,443
62.84.102.169,2053
152.228.134.80,2053
2001:41d0:404:200::3138,2053
195.133.39.72,443
2a0d:6c2:17:7a2::,443
138.68.103.102,443
2a03:b0c0:3:f0:0:1:fd75:e000,443
2.27.109.236,443
2400:c620:22:30d::a,443
144.31.74.63,443
2a01:ecc0:40:11d5::2,443
138.124.51.101,443
2a0b:4140:b112::2,443
46.149.77.214,2053
172.104.250.6,443
2a01:7e01::f03c:93ff:feb2:3,443
165.245.245.90,443
2a03:b0c0:3:f0:0:2:7a13:c000,443
194.154.29.75,443
2a00:bd80:a176:10:5d7::1,443
5.253.188.195,443
2a0a:6044:6200:108::2,443
91.245.225.17,443
147.45.198.153,8443
2a0d:d940:12:10::2,8443
95.163.176.252,443
2a12:5940:6311::2,443
2.26.249.65,443
2a0f:cdc6:500:2ce2::2,443
157.90.123.167,8443
2a01:4f8:1c19:5720::1,8443
64.188.124.168,443
2a01:ecc0:40:8ca::2,443
79.132.141.152,443
2a00:bd80:a176:10:334::1,443
178.104.48.16,2087
2a01:4f8:1c18:7d1e::1,2087
193.233.233.188,2053
152.53.200.200,443
152.53.200.106,443
2.26.250.4,443
2a0f:cdc6:500:30e0::2,443
144.31.246.245,2053
167.172.190.20,443
2a03:b0c0:3:f0:0:2:572f:c000,443
45.92.70.176,8443
2a03:90c0:1b5:ffff::9b:1,8443
154.91.170.4,443
38.180.175.143,443
2a00:c98:2021::4:0:2,443
2.26.114.179,443
2a01:ecc0:200:1c59::2,443
68.183.77.91,443
2a03:b0c0:3:f0:0:1:9279:a000,443
91.99.31.33,443
2a01:4f8:1c1a:3644::1,443
31.76.45.165,443
2a0d:d940:1a:7033::2,443
213.21.241.12,443
2a01:ecc0:40:264::2,443
94.156.131.180,443
2a13:7dc0:4000:69::1,443
31.76.72.112,443
2a0f:cdc6:500:31ac::2,443
91.108.243.115,443
144.124.254.45,443
82.117.245.125,2053
89.23.123.142,8443
57.129.80.109,8443
202.61.226.121,2053
2a03:4000:56:df:28f3:d8ff:feef:ab1b,2053
5.178.106.61,2053
31.77.142.153,443
136.244.85.215,443
2001:19f0:6c00:1be1:5400:6ff:fe10:b6a2,443
31.76.0.132,443
2a01:ecc0:400:973::2,443
78.46.184.58,443
2a01:4f8:c17:a93b::1,443
77.239.100.47,443
2a01:ecc0:40:6b5::2,443
144.31.189.10,443
2a0f:cdc6:500:1d0d::2,443
94.156.154.170,443
2a01:ecc0:400:206::2,443
89.185.81.187,443
152.53.200.139,443
213.21.241.145,443
144.31.139.123,443
2a12:bec4:1bb0:158c::2,443
31.76.17.136,443
2a0d:d940:1a:7140::2,443
80.66.85.160,443
2a01:ecc0:4c0:3b::2,443
45.147.51.142,443
2a07:d884:100::268,443
144.31.98.238,443
2a0d:d940:1a:33d::2,443
147.90.26.3,443
23.168.88.139,443
173.249.57.210,2096
2a02:c207:2332:2648::1,2096
193.23.202.65,443
2a01:ecc0:400:6a3::2,443
77.105.137.63,2053
138.124.111.115,443
2a13:7e40:4:406f::1,443
194.5.98.105,2053
46.225.148.106,443
2a01:4f8:c014:99cf::1,443
138.124.228.0,443
2a0f:cdc6:500:23cc::2,443
144.31.199.108,8443
2a01:ecc0:200:1971::2,8443
159.195.86.161,443
